src_text,tgt_text,author,filename
نا آشنا ہر رہگزر نا مہرباں ہر اک نظر جائیں تو اب جائیں کدھر میں اور مری آوارگی,nā-āshnā har rah-guzar nā-mehrbāñ har ik nazar jaa.eñ to ab jaa.eñ kidhar maiñ aur mirī āvārgī,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
ہم بھی کبھی آباد تھے ایسے کہاں برباد تھے بے فکر تھے آزاد تھے مسرور تھے دل شاد تھے,ham bhī kabhī ābād the aise kahāñ barbād the be-fikr the āzād the masrūr the dil-shād the,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
وہ چال ایسی چل گیا ہم بجھ گئے دل جل گیا نکلے جلا کے اپنا گھر میں اور مری آوارگی,vo chaal aisī chal gayā ham bujh ga.e dil jal gayā nikle jalā ke apnā ghar maiñ aur mirī āvārgī,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
جینا بہت آسان تھا اک شخص کا احسان تھا ہم کو بھی اک ارمان تھا جو خواب کا سامان تھا,jiinā bahut āsān thā ik shaḳhs kā ehsān thā ham ko bhī ik armān thā jo ḳhvāb kā sāmān thā,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
اب خواب ہے نے آرزو ارمان ہے نے جستجو یوں بھی چلو خوش ہیں مگر میں اور مری آوارگی,ab ḳhvāb hai nai aarzū armān hai nai justujū yuuñ bhī chalo ḳhush haiñ magar maiñ aur mirī āvārgī,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
وہ ماہ وش وہ ماہ رو وہ ماہ کام ہو بہو تھیں جس کی باتیں کو بہ کو اس سے عجب تھی گفتگو,vo māh-vash vo māh-rū vo māh-kām-e-hū-ba-hū thiiñ jis kī bāteñ kū-ba-kū us se ajab thī guftugū,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
پھر یوں ہوا وہ کھو گئی تو مجھ کو ضد سی ہو گئی لائیں گے اس کو ڈھونڈ کر میں اور مری آوارگی,phir yuuñ huā vo kho ga.ī to mujh ko zid sī ho ga.ī lā.eñge us ko dhūñd kar maiñ aur mirī āvārgī,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
یہ دل ہی تھا جو سہ گیا وہ بات ایسی کہہ گیا کہنے کو پھر کیا رہ گیا اشکوں کا دریا بہہ گیا,ye dil hī thā jo sah gayā vo baat aisī kah gayā kahne ko phir kyā rah gayā ashkoñ kā dariyā bah gayā,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
جب کہہ کے وہ دل بر گیا تیرے لیے میں مر گیا روتے ہیں اس کو رات بھر میں اور مری آوارگی,jab kah ke vo dilbar gayā tere liye maiñ mar gayā rote haiñ us ko raat bhar maiñ aur mirī āvārgī,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
اب غم اٹھائیں کس لیے آنسو بہائیں کس لیے یہ دل جلائیں کس لیے یوں جاں گنوائیں کس لیے,ab ġham uthā.eñ kis liye aañsū bahā.eñ kis liye ye dil jalā.eñ kis liye yuuñ jaañ gañvā.eñ kis liye,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
پیشہ نہ ہو جس کا ستم ڈھونڈیں گے اب ایسا صنم ہوں گے کہیں تو کارگر میں اور مری آوارگی,pesha na ho jis kā sitam dhūñdeñge ab aisā sanam hoñge kahīñ to kārgar maiñ aur mirī āvārgī,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
آثار ہیں سب کھوٹ کے امکان ہیں سب چوٹ کے گھر بند ہیں سب گوٹ کے اب ختم ہیں سب ٹوٹکے,āsār haiñ sab khot ke imkān haiñ sab chot ke ghar band haiñ sab got ke ab ḳhatm haiñ sab totke,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
قسمت کا سب یہ پھیر ہے اندھیر ہے اندھیر ہے ایسے ہوئے ہیں بے اثر میں اور مری آوارگی,qismat kā sab ye pher hai andher hai andher hai aise hue haiñ be-asar maiñ aur mirī āvārgī,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
جب ہمدم و ہمراز تھا تب اور ہی انداز تھا اب سوز ہے تب ساز تھا اب شرم ہے تب ناز تھا,jab hamdam-o-hamrāz thā tab aur hī andāz thā ab soz hai tab saaz thā ab sharm hai tab naaz thā,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
اب مجھ سے ہو تو ہو بھی کیا ہے ساتھ وہ تو وہ بھی کیا اک بے ہنر اک بے ثمر میں اور مری آوارگی,ab mujh se ho to ho bhī kyā hai saath vo to vo bhī kyā ik be-hunar ik be-samar maiñ aur mirī āvārgī,javed-akhtar,phirte-hain-kab-se-dar-ba-dar-ab-is-nagar-ab-us-nagar-ik-duusre-ke-ham-safar-main-aur-mirii-aavaargii-javed-akhtar-ghazals
پیاس کی کیسے لائے تاب کوئی,pyaas kī kaise laa.e taab koī,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
نہیں دریا تو ہو سراب کوئی,nahīñ dariyā to ho sarāb koī,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
زخم دل میں جہاں مہکتا ہے,zaḳhm-e-dil meñ jahāñ mahaktā hai,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
اسی کیاری میں تھا گلاب کوئی,isī kyārī meñ thā gulāb koī,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
رات بجتی تھی دور شہنائی,raat bajtī thī duur shahnā.ī,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
رویا پی کر بہت شراب کوئی,royā pī kar bahut sharāb koī,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
دل کو گھیرے ہیں روزگار کے غم,dil ko ghere haiñ rozgār ke ġham,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
ردی میں کھو گئی کتاب کوئی,raddī meñ kho ga.ī kitāb koī,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
کون سا زخم کس نے بخشا ہے,kaun sā zaḳhm kis ne baḳhshā hai,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
اس کا رکھے کہاں حساب کوئی,is kā rakkhe kahāñ hisāb koī,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
پھر میں سننے لگا ہوں اس دل کی,phir maiñ sunñe lagā huuñ is dil kī,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
آنے والا ہے پھر عذاب کوئی,aane vaalā hai phir azaab koī,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
شب کی دہلیز پر شفق ہے لہو,shab kī dahlīz par shafaq hai lahū,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
پھر ہوا قتل آفتاب کوئی,phir huā qatl āftāb koī,javed-akhtar,pyaas-kii-kaise-laae-taab-koii-javed-akhtar-ghazals
ساری حیرت ہے مری ساری ادا اس کی ہے,saarī hairat hai mirī saarī adā us kī hai,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
بے گناہی ہے مری اور سزا اس کی ہے,be-gunāhī hai mirī aur sazā us kī hai,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
میرے الفاظ میں جو رنگ ہے وہ اس کا ہے,mere alfāz meñ jo rañg hai vo us kā hai,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
میرے احساس میں جو ہے وہ فضا اس کی ہے,mere ehsās meñ jo hai vo fazā us kī hai,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
شعر میرے ہیں مگر ان میں محبت اس کی,sher mere haiñ magar in meñ mohabbat us kī,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
پھول میرے ہیں مگر باد صبا اس کی ہے,phuul mere haiñ magar bād-e-sabā us kī hai,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
اک محبت کی یہ تصویر ہے دو رنگوں میں,ik mohabbat kī ye tasvīr hai do rañgoñ meñ,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
شوق سب میرا ہے اور ساری حیا اس کی ہے,shauq sab merā hai aur saarī hayā us kī hai,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
ہم نے کیا اس سے محبت کی اجازت لی تھی,ham ne kyā us se mohabbat kī ijāzat lī thī,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
دل شکن ہی سہی پر بات بجا اس کی ہے,dil-shikan hī sahī par baat bajā us kī hai,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
ایک میرے ہی سوا سب کو پکارے ہے کوئی,ek mere hī sivā sab ko pukāre hai koī,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
میں نے پہلے ہی کہا تھا یہ صدا اس کی ہے,maiñ ne pahle hī kahā thā ye sadā us kī hai,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
خون سے سینچی ہے میں نے جو زمیں مر مر کے,ḳhuun se sīñchī hai maiñ ne jo zamīñ mar mar ke,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
وہ زمیں ایک ستم گر نے کہا اس کی ہے,vo zamīñ ek sitam-gar ne kahā us kī hai,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
اس نے ہی اس کو اجاڑا ہے اسے لوٹا ہے,us ne hī is ko ujāḍā hai ise luutā hai,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
یہ زمیں اس کی اگر ہے بھی تو کیا اس کی ہے,ye zamīñ us kī agar hai bhī to kyā us kī hai,javed-akhtar,saarii-hairat-hai-mirii-saarii-adaa-us-kii-hai-javed-akhtar-ghazals
سچ یہ ہے بیکار ہمیں غم ہوتا ہے,sach ye hai be-kār hameñ ġham hotā hai,javed-akhtar,sach-ye-hai-be-kaar-hamen-gam-hotaa-hai-javed-akhtar-ghazals
جو چاہا تھا دنیا میں کم ہوتا ہے,jo chāhā thā duniyā meñ kam hotā hai,javed-akhtar,sach-ye-hai-be-kaar-hamen-gam-hotaa-hai-javed-akhtar-ghazals
ڈھلتا سورج پھیلا جنگل رستہ گم,dhaltā sūraj phailā jañgal rasta gum,javed-akhtar,sach-ye-hai-be-kaar-hamen-gam-hotaa-hai-javed-akhtar-ghazals
ہم سے پوچھو کیسا عالم ہوتا ہے,ham se pūchho kaisā aalam hotā hai,javed-akhtar,sach-ye-hai-be-kaar-hamen-gam-hotaa-hai-javed-akhtar-ghazals
غیروں کو کب فرصت ہے دکھ دینے کی,ġhairoñ ko kab fursat hai dukh dene kī,javed-akhtar,sach-ye-hai-be-kaar-hamen-gam-hotaa-hai-javed-akhtar-ghazals
جب ہوتا ہے کوئی ہمدم ہوتا ہے,jab hotā hai koī hamdam hotā hai,javed-akhtar,sach-ye-hai-be-kaar-hamen-gam-hotaa-hai-javed-akhtar-ghazals
زخم تو ہم نے ان آنکھوں سے دیکھے ہیں,zaḳhm to ham ne in āñkhoñ se dekhe haiñ,javed-akhtar,sach-ye-hai-be-kaar-hamen-gam-hotaa-hai-javed-akhtar-ghazals
لوگوں سے سنتے ہیں مرہم ہوتا ہے,logoñ se sunte haiñ marham hotā hai,javed-akhtar,sach-ye-hai-be-kaar-hamen-gam-hotaa-hai-javed-akhtar-ghazals
ذہن کی شاخوں پر اشعار آ جاتے ہیں,zehn kī shāḳhoñ par ash.ār aa jaate haiñ,javed-akhtar,sach-ye-hai-be-kaar-hamen-gam-hotaa-hai-javed-akhtar-ghazals
جب تیری یادوں کا موسم ہوتا ہے,jab terī yādoñ kā mausam hotā hai,javed-akhtar,sach-ye-hai-be-kaar-hamen-gam-hotaa-hai-javed-akhtar-ghazals
شہر کے دکاں دارو کاروبار الفت میں سود کیا زیاں کیا ہے تم نہ جان پاؤ گے,shahr ke dukāñ-dāro kārobār-e-ulfat meñ suud kyā ziyāñ kyā hai tum na jaan pāoge,javed-akhtar,shahr-ke-dukaan-daaro-kaarobaar-e-ulfat-men-suud-kyaa-ziyaan-kyaa-hai-tum-na-jaan-paaoge-javed-akhtar-ghazals
دل کے دام کتنے ہیں خواب کتنے مہنگے ہیں اور نقد جاں کیا ہے تم نہ جان پاؤ گے,dil ke daam kitne haiñ ḳhvāb kitne mahñge haiñ aur naqd-e-jāñ kyā hai tum na jaan pāoge,javed-akhtar,shahr-ke-dukaan-daaro-kaarobaar-e-ulfat-men-suud-kyaa-ziyaan-kyaa-hai-tum-na-jaan-paaoge-javed-akhtar-ghazals
کوئی کیسے ملتا ہے پھول کیسے کھلتا ہے آنکھ کیسے جھکتی ہے سانس کیسے رکتی ہے,koī kaise miltā hai phuul kaise khiltā hai aañkh kaise jhuktī hai saañs kaise ruktī hai,javed-akhtar,shahr-ke-dukaan-daaro-kaarobaar-e-ulfat-men-suud-kyaa-ziyaan-kyaa-hai-tum-na-jaan-paaoge-javed-akhtar-ghazals
کیسے رہ نکلتی ہے کیسے بات چلتی ہے شوق کی زباں کیا ہے تم نہ جان پاؤ گے,kaise rah nikaltī hai kaise baat chaltī hai shauq kī zabāñ kyā hai tum na jaan pāoge,javed-akhtar,shahr-ke-dukaan-daaro-kaarobaar-e-ulfat-men-suud-kyaa-ziyaan-kyaa-hai-tum-na-jaan-paaoge-javed-akhtar-ghazals
وصل کا سکوں کیا ہے ہجر کا جنوں کیا ہے حسن کا فسوں کیا ہے عشق کا دروں کیا ہے,vasl kā sukūñ kyā hai hijr kā junūñ kyā hai husn kā fusūñ kyā hai ishq kā darūñ kyā hai,javed-akhtar,shahr-ke-dukaan-daaro-kaarobaar-e-ulfat-men-suud-kyaa-ziyaan-kyaa-hai-tum-na-jaan-paaoge-javed-akhtar-ghazals
تم مریض دانائی مصلحت کے شیدائی راہ گمرہاں کیا ہے تم نہ جان پاؤ گے,tum marīz-e-dānā.ī maslahat ke shaidā.ī rāh-e-gum-rahāñ kyā hai tum na jaan pāoge,javed-akhtar,shahr-ke-dukaan-daaro-kaarobaar-e-ulfat-men-suud-kyaa-ziyaan-kyaa-hai-tum-na-jaan-paaoge-javed-akhtar-ghazals
زخم کیسے پھلتے ہیں داغ کیسے جلتے ہیں درد کیسے ہوتا ہے کوئی کیسے روتا ہے,zaḳhm kaise phalte haiñ daaġh kaise jalte haiñ dard kaise hotā hai koī kaise rotā hai,javed-akhtar,shahr-ke-dukaan-daaro-kaarobaar-e-ulfat-men-suud-kyaa-ziyaan-kyaa-hai-tum-na-jaan-paaoge-javed-akhtar-ghazals
اشک کیا ہے نالے کیا دشت کیا ہے چھالے کیا آہ کیا فغاں کیا ہے تم نہ جان پاؤ گے,ashk kyā hai naale kyā dasht kyā hai chhāle kyā aah kyā fuġhāñ kyā hai tum na jaan pāoge,javed-akhtar,shahr-ke-dukaan-daaro-kaarobaar-e-ulfat-men-suud-kyaa-ziyaan-kyaa-hai-tum-na-jaan-paaoge-javed-akhtar-ghazals
نامراد دل کیسے صبح و شام کرتے ہیں کیسے زندہ رہتے ہیں اور کیسے مرتے ہیں,nā-murād dil kaise sub.h-o-shām karte haiñ kaise zinda rahte haiñ aur kaise marte haiñ,javed-akhtar,shahr-ke-dukaan-daaro-kaarobaar-e-ulfat-men-suud-kyaa-ziyaan-kyaa-hai-tum-na-jaan-paaoge-javed-akhtar-ghazals
تم کو کب نظر آئی غم زدوں کی تنہائی زیست بے اماں کیا ہے تم نہ جان پاؤ گے,tum ko kab nazar aa.ī ġham-zadoñ kī tanhā.ī ziist be-amāñ kyā hai tum na jaan pāoge,javed-akhtar,shahr-ke-dukaan-daaro-kaarobaar-e-ulfat-men-suud-kyaa-ziyaan-kyaa-hai-tum-na-jaan-paaoge-javed-akhtar-ghazals
جانتا ہوں میں تم کو ذوق شاعری بھی ہے شخصیت سجانے میں اک یہ ماہری بھی ہے,jāntā huuñ maiñ tum ko zauq-e-shā.erī bhī hai shaḳhsiyat sajāne meñ ik ye māhrī bhī hai,javed-akhtar,shahr-ke-dukaan-daaro-kaarobaar-e-ulfat-men-suud-kyaa-ziyaan-kyaa-hai-tum-na-jaan-paaoge-javed-akhtar-ghazals
پھر بھی حرف چنتے ہو صرف لفظ سنتے ہو ان کے درمیاں کیا ہے تم نہ جان پاؤ گے,phir bhī harf chunte ho sirf lafz sunte ho un ke darmiyāñ kyā hai tum na jaan pāoge,javed-akhtar,shahr-ke-dukaan-daaro-kaarobaar-e-ulfat-men-suud-kyaa-ziyaan-kyaa-hai-tum-na-jaan-paaoge-javed-akhtar-ghazals
شکر ہے خیریت سے ہوں صاحب,shukr hai ḳhairiyat se huuñ sāhab,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
آپ سے اور کیا کہوں صاحب,aap se aur kyā kahūñ sāhab,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
اب سمجھنے لگا ہوں سود و زیاں,ab samajhne lagā huuñ sūd-o-ziyāñ,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
اب کہاں مجھ میں وہ جنوں صاحب,ab kahāñ mujh meñ vo junūñ sāhab,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
ذلت زیست یا شکست ضمیر,zillat-e-zīst yā shikast-e-zamīr,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
یہ سہوں میں کہ وہ سہوں صاحب,ye sahūñ maiñ ki vo sahūñ sāhab,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
ہم تمہیں یاد کرتے رو لیتے,ham tumheñ yaad karte ro lete,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
دو گھڑی ملتا جو سکوں صاحب,do-ghaḍī miltā jo sukūñ sāhab,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
شام بھی ڈھل رہی ہے گھر بھی ہے دور,shaam bhī dhal rahī hai ghar bhī hai duur,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
کتنی دیر اور میں رکوں صاحب,kitnī der aur maiñ rukūñ sāhab,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
اب جھکوں گا تو ٹوٹ جاؤں گا,ab jhukūñgā to tuut jā.ūñgā,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
کیسے اب اور میں جھکوں صاحب,kaise ab aur maiñ jhukūñ sāhab,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
کچھ روایات کی گواہی پر,kuchh rivāyāt kī gavāhī par,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
کتنا جرمانہ میں بھروں صاحب,kitnā jurmāna maiñ bharūñ sāhab,javed-akhtar,shukr-hai-khairiyat-se-huun-saahab-javed-akhtar-ghazals
سوکھی ٹہنی تنہا چڑیا پھیکا چاند,sūkhī tahnī tanhā chiḍiyā phīkā chāñd,javed-akhtar,suukhii-tahnii-tanhaa-chidiyaa-phiikaa-chaand-javed-akhtar-ghazals
آنکھوں کے صحرا میں ایک نمی کا چاند,āñkhoñ ke sahrā meñ ek namī kā chāñd,javed-akhtar,suukhii-tahnii-tanhaa-chidiyaa-phiikaa-chaand-javed-akhtar-ghazals
اس ماتھے کو چومے کتنے دن بیتے,us māthe ko chūme kitne din biite,javed-akhtar,suukhii-tahnii-tanhaa-chidiyaa-phiikaa-chaand-javed-akhtar-ghazals
جس ماتھے کی خاطر تھا اک ٹیکا چاند,jis māthe kī ḳhātir thā ik tiikā chāñd,javed-akhtar,suukhii-tahnii-tanhaa-chidiyaa-phiikaa-chaand-javed-akhtar-ghazals
پہلے تو لگتی تھی کتنی بیگانہ,pahle tū lagtī thī kitnī begāna,javed-akhtar,suukhii-tahnii-tanhaa-chidiyaa-phiikaa-chaand-javed-akhtar-ghazals
کتنا مبہم ہوتا ہے پہلی کا چاند,kitnā mub.ham hotā hai pahlī kā chāñd,javed-akhtar,suukhii-tahnii-tanhaa-chidiyaa-phiikaa-chaand-javed-akhtar-ghazals
کم ہو کیسے ان خوشیوں سے تیرا غم,kam ho kaise in ḳhushiyoñ se terā ġham,javed-akhtar,suukhii-tahnii-tanhaa-chidiyaa-phiikaa-chaand-javed-akhtar-ghazals
لہروں میں کب بہتا ہے ندی کا چاند,lahroñ meñ kab bahtā hai naddī kā chāñd,javed-akhtar,suukhii-tahnii-tanhaa-chidiyaa-phiikaa-chaand-javed-akhtar-ghazals
آؤ اب ہم اس کے بھی ٹکڑے کر لیں,aao ab ham is ke bhī tukḍe kar leñ,javed-akhtar,suukhii-tahnii-tanhaa-chidiyaa-phiikaa-chaand-javed-akhtar-ghazals
ڈھاکہ راولپنڈی اور دلی کا چاند,dhāka rāvalpindī aur dillī kā chāñd,javed-akhtar,suukhii-tahnii-tanhaa-chidiyaa-phiikaa-chaand-javed-akhtar-ghazals
وہ ڈھل رہا ہے تو یہ بھی رنگت بدل رہی ہے,vo dhal rahā hai to ye bhī rañgat badal rahī hai,javed-akhtar,vo-dhal-rahaa-hai-to-ye-bhii-rangat-badal-rahii-hai-javed-akhtar-ghazals
زمین سورج کی انگلیوں سے پھسل رہی ہے,zamīn sūraj kī uñgliyoñ se phisal rahī hai,javed-akhtar,vo-dhal-rahaa-hai-to-ye-bhii-rangat-badal-rahii-hai-javed-akhtar-ghazals
جو مجھ کو زندہ جلا رہے ہیں وہ بے خبر ہیں,jo mujh ko zinda jalā rahe haiñ vo be-ḳhabar haiñ,javed-akhtar,vo-dhal-rahaa-hai-to-ye-bhii-rangat-badal-rahii-hai-javed-akhtar-ghazals
کہ میری زنجیر دھیرے دھیرے پگھل رہی ہے,ki merī zanjīr dhīre dhīre pighal rahī hai,javed-akhtar,vo-dhal-rahaa-hai-to-ye-bhii-rangat-badal-rahii-hai-javed-akhtar-ghazals
میں قتل تو ہو گیا تمہاری گلی میں لیکن,maiñ qatl to ho gayā tumhārī galī meñ lekin,javed-akhtar,vo-dhal-rahaa-hai-to-ye-bhii-rangat-badal-rahii-hai-javed-akhtar-ghazals
مرے لہو سے تمہاری دیوار گل رہی ہے,mire lahū se tumhārī dīvār gal rahī hai,javed-akhtar,vo-dhal-rahaa-hai-to-ye-bhii-rangat-badal-rahii-hai-javed-akhtar-ghazals
نہ جلنے پاتے تھے جس کے چولھے بھی ہر سویرے,na jalne paate the jis ke chūlhe bhī har savere,javed-akhtar,vo-dhal-rahaa-hai-to-ye-bhii-rangat-badal-rahii-hai-javed-akhtar-ghazals
سنا ہے کل رات سے وہ بستی بھی جل رہی ہے,sunā hai kal raat se vo bastī bhī jal rahī hai,javed-akhtar,vo-dhal-rahaa-hai-to-ye-bhii-rangat-badal-rahii-hai-javed-akhtar-ghazals
میں جانتا ہوں کہ خامشی میں ہی مصلحت ہے,maiñ jāntā huuñ ki ḳhāmushī meñ hī maslahat hai,javed-akhtar,vo-dhal-rahaa-hai-to-ye-bhii-rangat-badal-rahii-hai-javed-akhtar-ghazals
مگر یہی مصلحت مرے دل کو کھل رہی ہے,magar yahī maslahat mire dil ko khal rahī hai,javed-akhtar,vo-dhal-rahaa-hai-to-ye-bhii-rangat-badal-rahii-hai-javed-akhtar-ghazals
کبھی تو انسان زندگی کی کرے گا عزت,kabhī to insān zindagī kī karegā izzat,javed-akhtar,vo-dhal-rahaa-hai-to-ye-bhii-rangat-badal-rahii-hai-javed-akhtar-ghazals
یہ ایک امید آج بھی دل میں پل رہی ہے,ye ek ummīd aaj bhī dil meñ pal rahī hai,javed-akhtar,vo-dhal-rahaa-hai-to-ye-bhii-rangat-badal-rahii-hai-javed-akhtar-ghazals
وہ زمانہ گزر گیا کب کا,vo zamāna guzar gayā kab kā,javed-akhtar,vo-zamaana-guzar-gayaa-kab-kaa-javed-akhtar-ghazals
تھا جو دیوانہ مر گیا کب کا,thā jo dīvāna mar gayā kab kā,javed-akhtar,vo-zamaana-guzar-gayaa-kab-kaa-javed-akhtar-ghazals
ڈھونڈھتا تھا جو اک نئی دنیا,dhūñdhtā thā jo ik na.ī duniyā,javed-akhtar,vo-zamaana-guzar-gayaa-kab-kaa-javed-akhtar-ghazals
لوٹ کے اپنے گھر گیا کب کا,luut ke apne ghar gayā kab kā,javed-akhtar,vo-zamaana-guzar-gayaa-kab-kaa-javed-akhtar-ghazals
وہ جو لایا تھا ہم کو دریا تک,vo jo laayā thā ham ko dariyā tak,javed-akhtar,vo-zamaana-guzar-gayaa-kab-kaa-javed-akhtar-ghazals
پار اکیلے اتر گیا کب کا,paar akele utar gayā kab kā,javed-akhtar,vo-zamaana-guzar-gayaa-kab-kaa-javed-akhtar-ghazals
اس کا جو حال ہے وہی جانے,us kā jo haal hai vahī jaane,javed-akhtar,vo-zamaana-guzar-gayaa-kab-kaa-javed-akhtar-ghazals
اپنا تو زخم بھر گیا کب کا,apnā to zaḳhm bhar gayā kab kā,javed-akhtar,vo-zamaana-guzar-gayaa-kab-kaa-javed-akhtar-ghazals
خواب در خواب تھا جو شیرازہ,ḳhvāb-dar-ḳhvāb thā jo shīrāza,javed-akhtar,vo-zamaana-guzar-gayaa-kab-kaa-javed-akhtar-ghazals
اب کہاں ہے بکھر گیا کب کا,ab kahāñ hai bikhar gayā kab kā,javed-akhtar,vo-zamaana-guzar-gayaa-kab-kaa-javed-akhtar-ghazals
